rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,train/approx_kl,train/value_loss,train/explained_variance,train/entropy_loss,train/clip_fraction,train/loss,train/clip_range,train/learning_rate,train/std,train/n_updates,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
3.18613072,20480,157.81,31,1,658,,,,,,,,,,,,,
3.2658471500000004,40960,158.58,106,2,382,5.369432e-05,0.007630348411621526,-0.847702145576477,-4.251811261177063,0.0803125,-0.33066248893737793,0.015,0.0001,0.9976312518119812,5,-0.3448103814572096,,
,50000,,,,,4.1706247e-05,0.010843695328803733,0.45439600944519043,-4.2462021613121035,0.05080078125,-0.24655771255493164,0.015,0.0001,0.9955094456672668,10,-0.26227675929665567,3.3081721250000005,163.75
3.19688539,61440,157.67,237,3,258,,,,,,,,,,,,,
3.2407858200000006,81920,162.07,348,4,234,3.9913582e-05,0.011818047054111958,0.6416481733322144,-4.240779632329941,0.04876953125,-0.17004922032356262,0.015,0.0001,0.9938586354255676,15,-0.18948856737464667,,
,100000,,,,,4.0696494e-05,0.012316956695867702,0.7662941813468933,-4.235052525997162,0.056328125,-0.09375838935375214,0.015,0.0001,0.9920516014099121,20,-0.13470545537769796,2.9666166250000003,146.625
3.0603363999999993,102400,151.4,432,5,236,,,,,,,,,,,,,
2.9154687600000004,122880,150.03,511,6,240,2.7040409e-05,0.014350240060593933,0.8179258108139038,-4.232428239583969,0.0455859375,-0.0972171202301979,0.015,0.0001,0.9916583895683289,25,-0.10235558304935694,,
