time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/clip_fraction,train/entropy_loss,train/std,train/approx_kl,train/learning_rate,train/value_loss,train/explained_variance,train/loss,train/n_updates,train/policy_gradient_loss,train/clip_range,eval/mean_ep_length,eval/mean_reward
13723,2396160,6.83715755,257.41,117,174,0.43951171875,-4.5658755469322205,1.1097551584243774,0.00044849812,0.0001,0.000500017957383534,0.999121904373169,-0.006770396139472723,580,-0.004486253488867078,0.015,,
,2400000,,,,,0.439375,-4.566046299934388,1.1098301410675049,0.00040170207,0.0001,0.0005181129169068299,0.9990597367286682,-0.006031613331288099,585,-0.006091715574730188,0.015,326.0,8.227424
13809,2416640,6.911996339999999,261.27,118,174,,,,,,,,,,,,,
13889,2437120,6.87336419,259.28,119,175,0.43521484375,-4.564462205171585,1.1090550422668457,0.0004566756,0.0001,0.0004804399099521106,0.9991032481193542,-0.009704685769975185,590,-0.007791186802787706,0.015,,
,2450000,,,,,0.432255859375,-4.5643121993541715,1.1095613241195679,0.00047484218,0.0001,0.0005270010413369163,0.9990490078926086,-0.01016949862241745,595,-0.005800864167395048,0.015,337.0,8.453343
13970,2457600,6.891921119999998,260.22,120,175,,,,,,,,,,,,,
14049,2478080,6.889217539999999,260.11,121,176,0.43884765625,-4.5653544485569,1.1095223426818848,0.0004918651,0.0001,0.0005668684639385901,0.9989956021308899,-0.005208299960941076,600,-0.0033533149295908514,0.015,,
14130,2498560,6.849285059999999,258.21,122,176,0.43212890625,-4.565496828556061,1.1096166372299194,0.0004103335,0.0001,0.0005649648803955642,0.9990495443344116,-0.009004663676023483,605,-0.004863932437292533,0.015,,
,2500000,,,,,0.440166015625,-4.566665979623795,1.1108354330062866,0.0004886141,0.0001,0.0005392374048096827,0.9990828037261963,-0.0043363794684410095,610,-0.0013099349618278212,0.015,330.0,8.301481
14220,2519040,6.804903579999998,255.9,123,177,,,,,,,,,,,,,
14306,2539520,6.82662283,257.01,124,177,0.439609375,-4.57133386015892,1.112630844116211,0.0004114241,0.0001,0.00047928147192578764,0.9991087317466736,-0.0031704921275377274,615,-0.0005259581502104993,0.015,,
,2550000,,,,,0.444482421875,-4.572318779230118,1.1125373840332031,0.00043487526,0.0001,0.0005079406150616706,0.9990955591201782,-0.006483255419880152,620,-0.003922608247812605,0.015,332.0,8.33884
14403,2560000,6.76907511,254.14,125,177,,,,,,,,,,,,,
14497,2580480,6.750736820000001,253.27,126,178,0.448837890625,-4.5735527193546295,1.1134222745895386,0.00040060777,0.0001,0.0005613523809006438,0.999085545539856,-0.0068732514046132565,625,-0.0013661208071789588,0.015,,
,2600000,,,,,0.4475390625,-4.575586709976196,1.1141325235366821,0.00043384644,0.0001,0.0005736653809435665,0.9989529252052307,-0.004244230687618256,630,-0.0010647742212131562,0.015,337.0,8.432193
14602,2600960,6.7110091899999995,251.4,127,178,,,,,,,,,,,,,
14704,2621440,6.696288960000001,250.54,128,178,0.43802734375,-4.5764708173274995,1.1145111322402954,0.0004361052,0.0001,0.0006384066195460037,0.9988826513290405,-0.003819824196398258,635,-0.0001192454883675964,0.015,,
14803,2641920,6.684009450000001,249.84,129,178,0.4503515625,-4.578950657844543,1.1152979135513306,0.0004435374,0.0001,0.000625867467460921,0.9990576505661011,-0.004844273906201124,640,-0.0003137678108760156,0.015,,
,2650000,,,,,0.454658203125,-4.579177252054214,1.1156748533248901,0.00042465664,0.0001,0.0006300198824465042,0.9989250302314758,-0.0030554132536053658,645,-0.0009386853596151923,0.015,336.0,8.390712
14911,2662400,6.6767499,249.5,130,178,,,,,,,,,,,,,
15015,2682880,6.697200829999999,250.59,131,178,0.447998046875,-4.581119723320008,1.116623044013977,0.00047524562,0.0001,0.0006137641156237806,0.9990618824958801,-0.006136610638350248,650,-0.0016506792933614633,0.015,,
,2700000,,,,,0.4453125,-4.581705948114395,1.1165679693222046,0.00047295372,0.0001,0.0005702742323774146,0.9990313649177551,-0.008961713872849941,655,-0.0037197994742018637,0.015,334.0,8.323618
15123,2703360,6.73130613,252.23,132,178,,,,,,,,,,,,,
15226,2723840,6.64447761,247.91,133,178,0.465703125,-4.582540345191956,1.1168643236160278,0.00058055803,0.0001,0.0006268919482681668,0.9989433288574219,-0.0068883998319506645,660,-0.0022655367650804693,0.015,,
15329,2744320,6.721584700000001,251.83,134,179,0.455009765625,-4.585234841108322,1.1184446811676025,0.00044419864,0.0001,0.00064666707192373,0.9989734292030334,-0.002413915703073144,665,0.0010454407175438973,0.015,,
,2750000,,,,,0.43970703125,-4.585642875432968,1.118360996246338,0.0004185598,0.0001,0.0006172778599284356,0.999028742313385,-0.0066115050576627254,670,-0.0009023747153878503,0.015,341.0,8.452969
15437,2764800,6.755326200000001,253.54,135,179,,,,,,,,,,,,,
15545,2785280,6.7256391199999985,252.16,136,179,0.4299609375,-4.586339547634124,1.118315577507019,0.00044003487,0.0001,0.000598338028503349,0.999012291431427,-0.005480351857841015,675,-0.0010871005591798167,0.015,,
,2800000,,,,,0.44193359375,-4.585393463373184,1.118443489074707,0.0004497584,0.0001,0.0006542877570609562,0.999026894569397,-0.005615352652966976,680,-0.0026672661893826443,0.015,347.0,8.573751
15651,2805760,6.745935709999999,253.23,137,179,,,,,,,,,,,,,
15740,2826240,6.71473032,251.61,138,179,0.45201171875,-4.5879773211479185,1.1195530891418457,0.00039535886,0.0001,0.0006288519065856236,0.998994767665863,-0.002089638262987137,685,0.0014569332327300799,0.015,,
15831,2846720,6.739910559999999,252.85,139,179,0.44208984375,-4.59003838300705,1.1205965280532837,0.0004082552,0.0001,0.0006634716202097479,0.9988922476768494,0.000451371306553483,690,-0.0003709600824004156,0.015,,
,2850000,,,,,0.447763671875,-4.59064444899559,1.120445728302002,0.00048242425,0.0001,0.0006348787017486756,0.9990518093109131,-0.0067526549100875854,695,-0.004055040371895302,0.015,342.0,8.432484
15920,2867200,6.72176458,251.81,140,180,,,,,,,,,,,,,
15999,2887680,6.76596709,254.12,141,180,0.453544921875,-4.5890333878993985,1.1198149919509888,0.000529127,0.0001,0.0005881841645896202,0.99891597032547,-0.009376756846904755,700,-0.005244071847191663,0.015,,
,2900000,,,,,0.460849609375,-4.586576514244079,1.1187986135482788,0.00051396544,0.0001,0.0006172448900179006,0.9989874958992004,-0.01197909191250801,705,-0.008447063195053488,0.015,348.0,8.539667
16081,2908160,6.80552529,256.18,142,180,,,,,,,,,,,,,
16163,2928640,6.838141320000001,257.72,143,181,0.45244140625,-4.581545954942703,1.1171586513519287,0.0004294212,0.0001,0.0006467784595588455,0.9988853335380554,-0.013414431363344193,710,-0.009819280084921047,0.015,,
16241,2949120,6.7524428300000015,253.46,144,181,0.44689453125,-4.57855251789093,1.1161502599716187,0.00041172738,0.0001,0.0006435263799357926,0.998871386051178,-0.012136203236877918,715,-0.006947154189110734,0.015,,
,2950000,,,,,0.457802734375,-4.578228747844696,1.1159682273864746,0.0005086756,0.0001,0.0007753928312013159,0.9986969232559204,-0.0041122762486338615,720,-0.0031183448458614294,0.015,364.0,8.869883
16323,2969600,6.843093460000002,257.98,145,181,,,,,,,,,,,,,
16401,2990080,6.933808730000001,262.47,146,182,0.445009765625,-4.575838544368744,1.1151970624923706,0.0004149457,0.0001,0.000574646577515523,0.9989637136459351,-0.0075552151538431644,725,-0.007234181141247973,0.015,,
,3000000,,,,,0.437734375,-4.573908860683441,1.1143828630447388,0.00041592866,0.0001,0.0005317703916807659,0.9990707635879517,-0.01021749060600996,730,-0.006923260389012285,0.015,370.0,8.98017
16488,3010560,6.92236445,262.02,147,182,,,,,,,,,,,,,
16567,3031040,6.832239689999999,257.5,148,182,0.41984375,-4.570597358942032,1.1134798526763916,0.00038424222,5e-05,0.0006139906521275407,0.9988222122192383,-0.008571935817599297,735,-0.006521842611837201,0.015,,
,3050000,,,,,0.408134765625,-4.568749035596848,1.1129719018936157,0.00037299827,5e-05,0.0006209411062445725,0.9988096356391907,-0.005921298637986183,740,-0.005287264046201017,0.015,367.0,8.904658
16650,3051520,6.8363668299999985,257.76,149,183,,,,,,,,,,,,,
16731,3072000,6.87611165,259.65,150,183,0.412763671875,-4.56833886384964,1.1131495237350464,0.00036723207,5e-05,0.0006870889508718391,0.9987923502922058,-0.004734605550765991,745,-0.003062864069979696,0.015,,
16811,3092480,6.904601040000001,261.1,151,183,0.414541015625,-4.569736816883087,1.1139135360717773,0.0003965553,5e-05,0.000680592818534933,0.9988520741462708,-0.00570464413613081,750,-0.000176585377430456,0.015,,
,3100000,,,,,0.413076171875,-4.569007461071014,1.1133557558059692,0.0003724473,5e-05,0.0007178391909837956,0.9987388849258423,-0.0043486240319907665,755,-0.0028515026974127978,0.015,382.0,9.193082
16897,3112960,6.894654639999999,260.64,152,184,,,,,,,,,,,,,
16975,3133440,6.88868384,260.45,153,184,0.4124609375,-4.56742348074913,1.1128376722335815,0.00039409148,5e-05,0.0007176223443093476,0.9987608194351196,-0.0064324503764510155,760,-0.002536532881313178,0.015,,
,3150000,,,,,0.409609375,-4.565515748262405,1.1122550964355469,0.00036486195,5e-05,0.0006227112464694074,0.9989071488380432,-0.005276549607515335,765,-0.0012394241114998294,0.015,386.0,9.273843
17060,3153920,6.9129514400000005,261.67,154,184,,,,,,,,,,,,,
17138,3174400,6.8648567300000005,259.2,155,185,0.416796875,-4.565352963209152,1.1125051975250244,0.00036116288,5e-05,0.000655756074047531,0.9989137649536133,-0.0010586646385490894,770,-0.0013582846367899038,0.015,,
17214,3194880,6.921301429999999,261.98,156,185,0.4179296875,-4.565715674161911,1.1127042770385742,0.0003750673,5e-05,0.0007273966485081473,0.9987965226173401,-0.004483532160520554,775,-0.0014291516879529809,0.015,,
,3200000,,,,,0.424765625,-4.565184565782547,1.1121759414672852,0.00038825482,5e-05,0.0006236479865037836,0.9988781213760376,-0.00846134778112173,780,-0.004927195763011696,0.015,394.0,9.426019
17294,3215360,6.97191213,264.58,157,185,,,,,,,,,,,,,
17375,3235840,6.925563789999997,262.24,158,186,0.423779296875,-4.5616569125652315,1.1110095977783203,0.0004164144,5e-05,0.0006408616896078456,0.9989153742790222,-0.006844907533377409,785,-0.005028307506581769,0.015,,
,3250000,,,,,0.415146484375,-4.559714634418487,1.110331654548645,0.0003919936,5e-05,0.00060680004520691,0.9989910125732422,-0.004997419659048319,790,-0.0029421862146409693,0.015,395.0,9.441998
17458,3256320,6.896127099999998,260.86,159,186,,,,,,,,,,,,,
17532,3276800,6.957323369999998,263.89,160,186,0.42966796875,-4.557780567407608,1.110151767730713,0.00039397422,5e-05,0.0007259768440417247,0.9988288283348083,-0.00513874925673008,795,-0.002471827311310335,0.015,,
17607,3297280,6.9745535,264.72,161,187,0.422880859375,-4.5558158922195435,1.1092824935913086,0.00036912356,5e-05,0.0005264109747804468,0.9990689754486084,-0.009094685316085815,800,-0.00629170875181444,0.015,,
,3300000,,,,,0.435361328125,-4.553779331445694,1.1086597442626953,0.00044096383,5e-05,0.00048639953136444094,0.9991678595542908,-0.009237337857484818,805,-0.006102637507137842,0.015,404.0,9.655447
17693,3317760,6.991819749999999,265.58,162,187,,,,,,,,,,,,,
17769,3338240,7.011608169999999,266.62,163,187,0.4263671875,-4.550815275907516,1.1075867414474487,0.00041534612,5e-05,0.0005376936605898663,0.9991128444671631,-0.010874850675463676,810,-0.005401514000841417,0.015,,
,3350000,,,,,0.416845703125,-4.548826797008514,1.1068758964538574,0.00039574225,5e-05,0.00047927186387823894,0.9992377758026123,-0.011345922946929932,815,-0.004538768588972743,0.015,404.0,9.656427
17853,3358720,6.93445575,262.75,164,188,,,,,,,,,,,,,
17930,3379200,7.020942380000001,267.02,165,188,0.43607421875,-4.5468527030944825,1.106455683708191,0.00044831674,5e-05,0.0005893604892480653,0.9990466833114624,-0.00642102537676692,820,-0.0023971948638063624,0.015,,
18013,3399680,7.02983384,267.45,166,188,0.45123046875,-4.5435822033882145,1.1054176092147827,0.00047001205,5e-05,0.000522770374736865,0.9991130828857422,-0.009524211287498474,825,-0.005731935445510317,0.015,,
,3400000,,,,,0.43482421875,-4.54257528424263,1.1049550771713257,0.00047588348,5e-05,0.0005230877015128499,0.9991539716720581,-0.009298337623476982,830,-0.0054804348608013245,0.015,415.0,9.885769
18099,3420160,6.9982144900000005,265.97,167,188,,,,,,,,,,,,,
18179,3440640,7.028818670000001,267.56,168,189,0.416552734375,-4.5412862169742585,1.1049796342849731,0.00042476505,5e-05,0.0006070681769779185,0.9987337589263916,-0.009133945219218731,835,-0.0021602182940659988,0.015,,
,3450000,,,,,0.420234375,-4.540470156669617,1.1045103073120117,0.00041292026,5e-05,0.0005660400127817411,0.9990368485450745,-0.003261520294472575,840,-0.0024063611886776925,0.015,426.0,10.072521
18264,3461120,6.988662949999999,265.48,169,189,,,,,,,,,,,,,
18340,3481600,7.12078411,272.14,170,189,0.446015625,-4.540663319826126,1.1047590970993042,0.00042065204,5e-05,0.0006397875772381667,0.9989593625068665,-0.006144764833152294,845,-0.0005528948523715371,0.015,,
,3500000,,,,,0.45962890625,-4.541008116006851,1.1049398183822632,0.00042119744,5e-05,0.0005712852902070154,0.9989677667617798,-0.0061335489153862,850,-0.0026850667776125194,0.015,426.0,10.085779
18421,3502080,7.085637700000002,270.34,171,190,,,,,,,,,,,,,
18500,3522560,6.9569233399999995,263.87,172,190,0.4517578125,-4.541779845952988,1.105521321296692,0.00045551528,5e-05,0.0006437887471111025,0.99894779920578,-0.00581633485853672,855,-0.0006278770930657629,0.015,,
18580,3543040,7.10069517,271.04,173,190,0.450078125,-4.543955534696579,1.1064749956130981,0.00054439774,5e-05,0.000793563589832047,0.9985419511795044,-0.0041591208428144455,860,0.0005869119337876327,0.015,,
,3550000,,,,,0.43822265625,-4.543643522262573,1.1060633659362793,0.00044713556,5e-05,0.0005621194947161712,0.9990239143371582,-0.008512526750564575,865,-0.003870696867161314,0.015,433.0,10.242637
18665,3563520,7.03289258,267.83,174,190,,,,,,,,,,,,,
18744,3584000,7.084094339999999,270.26,175,191,0.44302734375,-4.5421223449707036,1.105612874031067,0.00047554183,5e-05,0.0006152988906251266,0.9989960193634033,-0.006687317509204149,870,-0.003256374209558999,0.015,,
,3600000,,,,,0.444658203125,-4.540562847852707,1.104684829711914,0.0004740254,5e-05,0.0006325851260771742,0.9988670349121094,-0.008220508694648743,875,-0.0061602594816940835,0.015,437.0,10.339573
18828,3604480,7.107012909999998,271.5,176,191,,,,,,,,,,,,,
18910,3624960,7.067525790000001,269.59,177,191,0.444296875,-4.537743264436722,1.1041303873062134,0.000457328,5e-05,0.0005693448478996288,0.9990156888961792,-0.008766775950789452,880,-0.005789314193534665,0.015,,
18990,3645440,7.10980326,271.64,178,191,0.4486328125,-4.535087095499039,1.103192687034607,0.00046752495,5e-05,0.000681378589652013,0.9988563656806946,-0.006756901741027832,885,-0.0034540166905208027,0.015,,
,3650000,,,,,0.4370703125,-4.532896072864532,1.1023939847946167,0.0004287457,5e-05,0.0005777362111984985,0.9989633560180664,-0.006567520555108786,890,-0.003347668347778381,0.015,425.0,10.088558
19074,3665920,7.166011020000001,274.47,179,192,,,,,,,,,,,,,
19153,3686400,7.10770939,271.52,180,192,0.4562890625,-4.530690531730652,1.1017345190048218,0.00049047667,5e-05,0.0005781535687128781,0.9990602731704712,-0.00488045671954751,895,-0.0018351995302873546,0.015,,
,3700000,,,,,0.446005859375,-4.530360872745514,1.1019984483718872,0.0004344751,5e-05,0.0005881572447833605,0.9990732669830322,-0.006508701015263796,900,-0.000830307534597523,0.015,434.0,10.264093
19247,3706880,7.075085420000001,269.97,181,192,,,,,,,,,,,,,
19330,3727360,7.1376079200000015,273.0,182,192,0.4426171875,-4.530730217695236,1.1023526191711426,0.0005126495,5e-05,0.0006230754816351691,0.9990448355674744,-0.002370299305766821,905,-0.0001873936584161129,0.015,,
19419,3747840,7.0710355300000005,269.62,183,192,0.453115234375,-4.534600881338119,1.1039644479751587,0.00047308058,5e-05,0.0005125974902330199,0.9991747140884399,-0.0026200145948678255,910,0.002397918945971469,0.015,,
,3750000,,,,,0.481689453125,-4.538364700078964,1.1054832935333252,0.00059540255,5e-05,0.0007237983636150603,0.9985436201095581,0.00455876300111413,915,0.00601153254538076,0.015,437.0,10.322554
19520,3768320,7.171209220000001,274.69,184,193,,,,,,,,,,,,,
19601,3788800,7.1645168,274.4,185,193,0.45287109375,-4.542547271251679,1.1068252325057983,0.0005016217,5e-05,0.0006192602606461151,0.9990088939666748,0.0010270357597619295,920,0.004676576172787463,0.015,,
,3800000,,,,,0.45138671875,-4.545682089328766,1.1082203388214111,0.00054068665,5e-05,0.0006330261605762644,0.9989749789237976,-0.0002968456828966737,925,0.004856354080839082,0.015,435.0,10.287137
19689,3809280,7.12849815,272.7,186,193,,,,,,,,,,,,,
19771,3829760,7.049906860000001,268.76,187,193,0.46322265625,-4.54878041267395,1.1094437837600708,0.00056055107,5e-05,0.0007151347106264438,0.9987621903419495,-0.0003922710893675685,930,0.004600919218137278,0.015,,
,3850000,,,,,0.4814453125,-4.5516538596153255,1.1106740236282349,0.00055236614,5e-05,0.0008347185168531724,0.9982768893241882,0.005330822896212339,935,0.0038497105801434373,0.015,447.0,10.530122
19857,3850240,7.12383918,272.48,188,193,,,,,,,,,,,,,
19935,3870720,7.24167971,278.3,189,194,0.4568359375,-4.552664859294891,1.1108827590942383,0.0005166732,5e-05,0.0006697276805061847,0.9988299012184143,-0.0019174125045537949,940,0.0031089045897169853,0.015,,
20011,3891200,7.198203879999999,276.18,190,194,0.4462109375,-4.55530862569809,1.112350344657898,0.00046971338,5e-05,0.0004782259333296679,0.999218225479126,-0.002031866926699877,945,0.0022628309017818536,0.015,,
,3900000,,,,,0.458076171875,-4.559857989549637,1.1141623258590698,0.0004942947,5e-05,0.0004889217585150618,0.9991166591644287,-0.0031101435888558626,950,0.0027195086909705423,0.015,456.0,10.720678
20096,3911680,7.33194235,282.85,191,194,,,,,,,,,,,,,
20174,3932160,7.31460376,282.02,192,194,0.451923828125,-4.561690075397491,1.1145975589752197,0.00051495,5e-05,0.00045425767784763594,0.9992976188659668,-0.0056299190036952496,955,-0.0020372348252203666,0.015,,
,3950000,,,,,0.46666015625,-4.563838641643525,1.1153699159622192,0.0005247157,5e-05,0.000502838593965862,0.9991719126701355,-0.004609069786965847,960,0.000115141161968495,0.015,465.0,10.909988
20256,3952640,7.37893566,285.23,193,195,,,,,,,,,,,,,
20333,3973120,7.318099070000001,282.26,194,195,0.449013671875,-4.563000621795655,1.1151889562606812,0.00054983224,5e-05,0.00046735124313272534,0.9992461204528809,-0.0062393019907176495,965,-0.0016861083726325888,0.015,,
20414,3993600,7.211657260000001,276.9,195,195,0.459794921875,-4.563206318616867,1.1155239343643188,0.00053559954,5e-05,0.00048789581342134625,0.9989753365516663,-0.0039376989006996155,970,-0.0014203701710357563,0.015,,
,4000000,,,,,0.47458984375,-4.564818927049637,1.1160577535629272,0.0007068042,5e-05,0.0006568564404005883,0.998717188835144,-0.005868974607437849,975,-0.0010686241115399752,0.015,470.0,11.007407
20500,4014080,7.27237859,280.04,196,195,,,,,,,,,,,,,
20579,4034560,7.291832560000001,281.08,197,196,0.46455078125,-4.5652498793601985,1.1162306070327759,0.00049923704,5e-05,0.0005650436957512283,0.9990465044975281,-0.003729799995198846,980,-0.001681513353905757,0.015,,
,4050000,,,,,0.47640625,-4.56643258690834,1.1169205904006958,0.00053153094,5e-05,0.0005220273589657154,0.9990553855895996,-0.0065247672609984875,985,-0.0024415524721189286,0.015,462.0,10.811824
20667,4055040,7.280598329999999,280.45,198,196,,,,,,,,,,,,,
20748,4075520,7.307216340000001,281.62,199,196,0.4767578125,-4.566710919141769,1.1170707941055298,0.00059477834,5e-05,0.0006431366418109974,0.9988986253738403,-0.004240354523062706,990,-0.000985780951587003,0.015,,
20828,4096000,7.307486780000001,281.81,200,196,0.4711328125,-4.566220787763595,1.1169251203536987,0.0005060462,5e-05,0.0006487313593243016,0.998839259147644,-0.005470594856888056,995,-0.00380366212426452,0.015,,
,4100000,,,,,0.4708984375,-4.5655108428001405,1.116763949394226,0.0006246871,5e-05,0.0006460590864298865,0.9988284111022949,-0.007582427002489567,1000,-0.00427845253929263,0.015,465.0,10.876679
20915,4116480,7.28969786,280.83,201,196,,,,,,,,,,,,,
21003,4136960,7.28294182,280.78,202,196,0.479912109375,-4.564051800966263,1.116407871246338,0.00059202465,5e-05,0.0007227777917432832,0.9985619783401489,-0.004240194335579872,1005,-0.0037061816511049983,0.015,,
,4150000,,,,,0.47791015625,-4.562467098236084,1.1154202222824097,0.00057350134,5e-05,0.0005658697104809107,0.9988927841186523,-0.008704732172191143,1010,-0.004871225931856316,0.015,468.0,10.931718
21094,4157440,7.323296460000002,282.62,203,197,,,,,,,,,,,,,
21178,4177920,7.3156441899999995,282.22,204,197,0.47091796875,-4.562415645122528,1.1162430047988892,0.00056872773,5e-05,0.0006249476142693311,0.9988973736763,-0.004243833012878895,1015,-0.002001221841037477,0.015,,
21264,4198400,7.32572447,282.7,205,197,0.479619140625,-4.563673020601272,1.1168943643569946,0.0006340627,5e-05,0.0006371783868962666,0.9986954927444458,-0.004377950914204121,1020,-0.0011644947988679632,0.015,,
,4200000,,,,,0.485380859375,-4.565055259466171,1.1171205043792725,0.0006486889,5e-05,0.0007429787375440355,0.9985806941986084,-0.00448419526219368,1025,-0.002292763347468281,0.015,461.0,10.802989
21359,4218880,7.283149170000001,280.54,206,197,,,,,,,,,,,,,
21446,4239360,7.287541799999999,280.76,207,197,0.46703125,-4.565861444473267,1.1175411939620972,0.0006526826,5e-05,0.0005693434696877375,0.9989084005355835,-0.0016076001338660717,1030,0.0005089189517093473,0.015,,
,4250000,,,,,0.476005859375,-4.5658125436306,1.1175936460494995,0.00062013196,5e-05,0.0006316710533428705,0.9988237023353577,-0.0031980329658836126,1035,-4.01358939052443e-05,0.015,460.0,10.782426
21542,4259840,7.27065912,279.93,208,197,,,,,,,,,,,,,
21639,4280320,7.3443478099999995,283.58,209,197,0.477529296875,-4.566140372753143,1.1177712678909302,0.0005827631,5e-05,0.0005621827644790756,0.9990768432617188,-0.007157349959015846,1040,-0.0025349080715022865,0.015,,
,4300000,,,,,0.470634765625,-4.565630195140838,1.1177337169647217,0.00056196394,5e-05,0.0005415433818416204,0.9990761280059814,-0.005881091579794884,1045,-0.0011687794321915135,0.015,472.0,11.011265
21737,4300800,7.41276063,287.15,210,197,,,,,,,,,,,,,
21828,4321280,7.482550089999998,290.58,211,197,0.498642578125,-4.567908476591111,1.1192057132720947,0.00060402474,5e-05,0.0005284001747349976,0.9990280270576477,0.0005177641287446022,1050,0.001780986449903139,0.015,,
21923,4341760,7.4739470599999995,290.19,212,198,0.48935546875,-4.571007027626037,1.120081901550293,0.0006507193,5e-05,0.0004689042222162243,0.9992053508758545,0.0012742269318550825,1055,0.0018878241975289712,0.015,,
,4350000,,,,,0.482216796875,-4.572614320516586,1.1206469535827637,0.0006077998,5e-05,0.0005008009280572878,0.9990779757499695,-0.003331627231091261,1060,-0.0016233255173574435,0.015,480.0,11.170058
22029,4362240,7.511509649999999,292.05,213,198,,,,,,,,,,,,,
22126,4382720,7.63411964,298.19,214,198,0.46564453125,-4.574419873952865,1.1217151880264282,0.0006526274,5e-05,0.0003838528585765744,0.9993718266487122,-0.005535715259611607,1065,-0.0011693037232907955,0.015,,
,4400000,,,,,0.470888671875,-4.577762386798859,1.1228009462356567,0.0005796154,5e-05,0.00035288373212097215,0.9993807673454285,-0.006793345790356398,1070,-0.002264096628241532,0.015,490.0,11.357599
22228,4403200,7.557626009999999,294.38,215,198,,,,,,,,,,,,,
22325,4423680,7.54827585,293.94,216,198,0.48310546875,-4.580247312784195,1.1237272024154663,0.0006491214,5e-05,0.0005133114742056932,0.9990397691726685,-0.003155611688271165,1075,4.226034610837814e-05,0.015,,
22418,4444160,7.581690450000001,295.69,217,198,0.49529296875,-4.580719022750855,1.123972773551941,0.00072514865,5e-05,0.000515126362661249,0.9989916086196899,-0.006071610376238823,1080,-0.0013775646207886893,0.015,,
,4450000,,,,,0.470751953125,-4.5830556225776675,1.1252740621566772,0.00060267793,5e-05,0.00042397778473969084,0.9992983341217041,-0.004218946676701307,1085,-0.0015707327717791486,0.015,494.0,11.442047
22525,4464640,7.60840867,297.08,218,198,,,,,,,,,,,,,
22617,4485120,7.48543596,290.99,219,198,0.47076171875,-4.584441466331482,1.12531578540802,0.00056857633,5e-05,0.00040622750395414187,0.9992382526397705,-0.008556840941309929,1090,-0.002853896582728339,0.015,,
,4500000,,,,,0.489462890625,-4.584004708528519,1.1253312826156616,0.0007526482,5e-05,0.0004951318258099491,0.9991057515144348,-0.004934306256473064,1095,-0.002555675502408121,0.015,482.0,11.188001
22712,4505600,7.471784050000001,290.18,220,198,,,,,,,,,,,,,
22805,4526080,7.506377549999999,291.85,221,198,0.479091796875,-4.58646651506424,1.1266143321990967,0.00065541937,5e-05,0.0004874315037159249,0.9991393685340881,-0.003998656291514635,1100,-0.0011763737488763581,0.015,,
22894,4546560,7.50672784,291.88,222,198,0.4907421875,-4.589094811677933,1.1277717351913452,0.00074692495,5e-05,0.0004963833604415413,0.9989911317825317,-0.005745331756770611,1105,-0.0004951309656462399,0.015,,
,4550000,,,,,0.467353515625,-4.591218984127044,1.1284846067428589,0.00052128383,5e-05,0.00036980255910748386,0.9993531703948975,-0.002687076572328806,1110,-0.0005978145050357852,0.015,476.0,11.082122
22981,4567040,7.508105929999999,291.82,223,198,,,,,,,,,,,,,
23062,4587520,7.49383413,291.23,224,198,0.467666015625,-4.593817833662033,1.129715085029602,0.0005869436,5e-05,0.0003738665307901101,0.9993608593940735,-0.005725038703531027,1115,-0.0009257155105296988,0.015,,
,4600000,,,,,0.4841015625,-4.597182883024216,1.1311861276626587,0.00054170284,5e-05,0.00045856199860281775,0.9992367029190063,0.0026713665574789047,1120,0.002577795676079404,0.015,470.0,10.948172
23151,4608000,7.52469808,292.81,225,199,,,,,,,,,,,,,
23228,4628480,7.55091318,294.13,226,199,0.48763671875,-4.601531984806061,1.1330585479736328,0.0006202845,5e-05,0.0004081926581056905,0.9992323517799377,-0.0023632883094251156,1125,0.0016859591226784686,0.015,,
23307,4648960,7.516123139999999,292.41,227,199,0.4917578125,-4.605456593036652,1.1344479322433472,0.0006423021,5e-05,0.00037646072192728755,0.9992329478263855,-0.0034671989269554615,1130,0.0005108704456688428,0.015,,
,4650000,,,,,0.472177734375,-4.60763382434845,1.1350914239883423,0.0006136085,5e-05,0.00036105785045947413,0.9993994235992432,-0.004604822490364313,1135,-0.0004686360170308035,0.015,477.0,11.11837
23393,4669440,7.455610019999999,289.27,228,199,,,,,,,,,,,,,
23474,4689920,7.47986979,290.66,229,199,0.519921875,-4.611052590608597,1.1370958089828491,0.0007831745,5e-05,0.0005477624936611391,0.9988912343978882,-0.002544823568314314,1140,0.0012802250733875552,0.015,,
,4700000,,,,,0.486982421875,-4.613470475673676,1.137532353401184,0.00071599265,5e-05,0.0003659864421206294,0.9993301033973694,-0.005897049326449633,1145,-0.0023171981065752334,0.015,470.0,10.982631
23557,4710400,7.577131410000002,295.4,230,199,,,,,,,,,,,,,
23635,4730880,7.576665350000001,295.27,231,200,0.48998046875,-4.613813133239746,1.1376971006393433,0.00064950157,5e-05,0.00037914376607659504,0.9992325901985168,-0.008674443699419498,1150,-0.0038822098759555956,0.015,,
,4750000,,,,,0.4966796875,-4.613127771615982,1.1374489068984985,0.0006868522,5e-05,0.0004489440633915365,0.999167263507843,-0.007788578048348427,1155,-0.003743875740801741,0.015,468.0,10.954055
23719,4751360,7.4605193,289.61,232,200,,,,,,,,,,,,,
